record_id,site,state_territory,source,county_fips,counties_served,population_served,sample_id,sample_collect_date,sample_type,sample_matrix,sample_location,flow_rate,concentration_method,pasteurized,pcr_type,extraction_method,major_lab_method,inhibition_detect,inhibition_adjust,ntc_amplify,pcr_target,pcr_gene_target_agg,pcr_target_avg_conc,pcr_target_units,lod_sewage,pcr_target_detect,pcr_target_avg_conc_lin,pcr_target_flowpop_lin,pcr_target_mic_lin,hum_frac_target_mic,hum_frac_mic_conc,hum_frac_mic_unit,rec_eff_percent,rec_eff_target_name,rec_eff_spike_matrix,rec_eff_spike_conc,date_updated
9b06c0f58b3684cbbb47ef351beb7039,1976,vt,CDC_Verily,50027,Windsor,"6,000",476ab417805330dac03643909ea46ca4,6/17/2025,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",1e-05,pepper mild mottle virus,"51,200,768.10",copies/l wastewater,101.6,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
1ad4991e8a1a6b34e8e8b167c3449ada,1976,vt,CDC_Verily,50027,Windsor,"6,000",eafceaa0240d66dd6847f5abc6ad971f,2/24/2026,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,"6,267.22",copies/l wastewater,"1,500",yes,"6,267.22","1,383,897.06",0.0001,pepper mild mottle virus,"62,245,929.43",copies/l wastewater,46.9,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
e46b79fc6b813042307cfdd5d27c5a27,1976,vt,CDC_Verily,50027,Windsor,"6,000",8453c97673fff329feb868c12ce2efc4,5/12/2025,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",8e-05,pepper mild mottle virus,"9,195,821.32",copies/l wastewater,54.5,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
7beb07c47209959159b45582d9f9de57,2350,vt,CDC_Verily,50001,Addison,"9,000",6303e6fcb88215a0218d35331cf48d82,4/16/2026,24-hr flow-weighted composite,raw wastewater,wwtp,1.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"315,450",0.00065,pepper mild mottle virus,"1,145,042.71",copies/l wastewater,40.4,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
f67cd6c017eb70b9446c4f020517c777,1976,vt,CDC_Verily,50027,Windsor,"6,000",3e6eee4ce8c54326ad1393dd771cbe36,6/4/2024,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",2e-05,pepper mild mottle virus,"41,450,054.47",copies/l wastewater,35.4,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
a866df5d22561ae48b450ebabe90e12f,1976,vt,CDC_Verily,50027,Windsor,"6,000",2794d939f5a588fb75c175a3cd45d486,10/28/2025,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",1e-05,pepper mild mottle virus,"88,028,461.17",copies/l wastewater,84.4,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
43383494f608f37a6fd47698a6afabbc,2350,vt,CDC_Verily,50001,Addison,"9,000",2b4b8228e98372c6cfc3c1f54e1c6170,3/18/2025,24-hr flow-weighted composite,raw wastewater,wwtp,1.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"315,450",0.00012,pepper mild mottle virus,"6,098,625.77",copies/l wastewater,86.8,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
e689aa6996892313053c9e50547b6a37,1976,vt,CDC_Verily,50027,Windsor,"6,000",22086fb0de8623da352e75a64306762d,1/12/2026,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",0.00081,pepper mild mottle virus,"931,291.21",copies/l wastewater,10.2,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
b487da83e0551ebe97fbf8a80d47fba7,1962,vt,CDC_Verily,50003,Bennington,"20,000",0b12a9f5631b55ed030826d7b7d628bc,5/14/2024,24-hr time-weighted composite,raw wastewater,wwtp,5.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"709,762.50",4e-05,pepper mild mottle virus,"21,057,229.85",copies/l wastewater,35.4,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
f71d5a7116e657d77c6ee98880ac8120,1976,vt,CDC_Verily,50027,Windsor,"6,000",ef27dad342ea64e47040837b4aee8a10,3/17/2026,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,"4,233.44",copies/l wastewater,"1,500",yes,"4,233.44","934,807.17",0.00138,pepper mild mottle virus,"3,057,739.26",copies/l wastewater,10.9,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
2021bcb6e94c580d83181dd2027d5fdd,2350,vt,CDC_Verily,50001,Addison,"9,000",c11869e29bd094de14fd18e875bb2a96,10/15/2024,24-hr flow-weighted composite,raw wastewater,wwtp,1.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"315,450",2e-05,pepper mild mottle virus,"31,301,908.06",copies/l wastewater,52.6,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
7e862f6c190a60d7b2d2a63286564e46,1976,vt,CDC_Verily,50027,Windsor,"6,000",9e5a9846f6c7a57a8899ca3eef2e96ad,7/7/2025,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",5e-05,pepper mild mottle virus,"15,874,726.52",copies/l wastewater,32.1,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
52c45eb342ad819f9178d95735a665de,2350,vt,CDC_Verily,50001,Addison,"9,000",7111a4bc179e598bb78b5a36e7a7df47,11/26/2024,24-hr flow-weighted composite,raw wastewater,wwtp,1.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"315,450",2e-05,pepper mild mottle virus,"42,317,415.68",copies/l wastewater,72.7,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
76634f97885301f169851013aab69375,2350,vt,CDC_Verily,50001,Addison,"9,000",365f0eb9ad63ac6bbb4baaf00af43ab4,2/18/2025,24-hr flow-weighted composite,raw wastewater,wwtp,1.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,"7,916.91",copies/l wastewater,"1,500",yes,"7,916.91","3,329,853.67",0.00022,pepper mild mottle virus,"36,695,861.81",copies/l wastewater,102.3,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
9e527cc33fba12bb981e443d50c22ab3,1976,vt,CDC_Verily,50027,Windsor,"6,000",528daf23e756a56ec73a657e1981d3ee,12/29/2025,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,"2,501.44",copies/l wastewater,"1,500",yes,"2,501.44","552,354.65",0.00015,pepper mild mottle virus,"16,910,898.06",copies/l wastewater,145.7,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
7d5b24860752fea2f29929ff500a6e98,1976,vt,CDC_Verily,50027,Windsor,"6,000",de98e8f489e894b4330565ef285d73a5,5/13/2025,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",7e-05,pepper mild mottle virus,"10,890,939.57",copies/l wastewater,20.4,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
eb782f6bf6259f130d7f0f183dd78a78,2350,vt,CDC_Verily,50001,Addison,"9,000",eb861bd0f0ac05f8db1e580c58c8baba,3/20/2025,24-hr flow-weighted composite,raw wastewater,wwtp,1.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"315,450",0.00177,pepper mild mottle virus,"424,177.06",copies/l wastewater,11.5,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
f5e0c1fb0c05f3267ef776be05367663,2350,vt,CDC_Verily,50001,Addison,"9,000",f6b130468e912655c29c389e43dbebe7,4/1/2025,24-hr flow-weighted composite,raw wastewater,wwtp,1.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"315,450",0.00043,pepper mild mottle virus,"1,728,889.76",copies/l wastewater,33.4,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
23d589523b1777c6dfa197ab1d457259,1962,vt,CDC_Verily,50003,Bennington,"20,000",8c2c043e04a2f634f0559d6886fb93eb,3/7/2024,24-hr time-weighted composite,raw wastewater,wwtp,5.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"709,762.50",5e-05,pepper mild mottle virus,"15,109,090.95",copies/l wastewater,41.2,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
aeb690ac9283e9da2da9e3c4d7b77654,1962,vt,CDC_Verily,50003,Bennington,"20,000",19c4151af5e4d7f9f2c73a26c9647b54,2/8/2024,24-hr time-weighted composite,raw wastewater,wwtp,5.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"709,762.50",0.00023,pepper mild mottle virus,"3,299,913.26",copies/l wastewater,13.7,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
f8a145f3b185e2242dbab30ca9619677,1976,vt,CDC_Verily,50027,Windsor,"6,000",4b681f5d33f947ab63d35dcdeb693ba6,8/5/2025,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",1e-05,pepper mild mottle virus,"115,788,367.63",copies/l wastewater,117,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
255d4bc1f451d70d291f21fd6aeb647f,1976,vt,CDC_Verily,50027,Windsor,"6,000",248ed37ce8ad80e040941dffcfa13d90,5/20/2024,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",4e-05,pepper mild mottle virus,"18,682,952.88",copies/l wastewater,21.4,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
151f830f5825e64c86868a0256ac899a,1962,vt,CDC_Verily,50003,Bennington,"20,000",968fcc6cce99fcb8526aecb42a5ffdb4,7/9/2024,24-hr time-weighted composite,raw wastewater,wwtp,5.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"709,762.50",1e-05,pepper mild mottle virus,"59,468,308.68",copies/l wastewater,51.4,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
bfea1aa9596f8bbc48f4195b517a4a91,1976,vt,CDC_Verily,50027,Windsor,"6,000",c4d6604a6c9a28aebe6466092d8db3b5,4/28/2025,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",0.00011,pepper mild mottle virus,"6,705,163.22",copies/l wastewater,34.1,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
3f3d3dbfde64bf56c3506cf30dcf0c69,1976,vt,CDC_Verily,50027,Windsor,"6,000",d4d7dc6100e581c26966671b6245363d,6/17/2024,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",3e-05,pepper mild mottle virus,"26,918,248.10",copies/l wastewater,42.8,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
b66f1e865dbece3f685d943a4d78082f,1976,vt,CDC_Verily,50027,Windsor,"6,000",4aed0a514d1a2c37abedb720a82a0b38,4/15/2024,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",0.00156,pepper mild mottle virus,"480,532.24",copies/l wastewater,11.7,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
d92d914de97d4f17745943207fb4727f,1976,vt,CDC_Verily,50027,Windsor,"6,000",780b09c40ccb12f80839344dde2adb54,4/6/2026,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",0.00037,pepper mild mottle virus,"2,046,940.29",copies/l wastewater,27.4,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
c7e2b5e9eda614eb8c3c4ce34325ac9a,2350,vt,CDC_Verily,50001,Addison,"9,000",b64eae5378e1e7d65f767a1087a63c76,11/7/2024,24-hr flow-weighted composite,raw wastewater,wwtp,1.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"315,450",4e-05,pepper mild mottle virus,"19,710,787.26",copies/l wastewater,60.6,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
ba523c453199d569cb6271b9df1e27b4,2350,vt,CDC_Verily,50001,Addison,"9,000",8960fcd02cc6cb2b5e00395b86469d9e,11/20/2025,24-hr flow-weighted composite,raw wastewater,wwtp,1.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"315,450",1e-05,pepper mild mottle virus,"61,651,212.26",copies/l wastewater,149.2,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
40e31221ac500726d18e38e8fcbcef13,2350,vt,CDC_Verily,50001,Addison,"9,000",d62b4be6011454faf5047678ec1fab99,4/15/2025,24-hr flow-weighted composite,raw wastewater,wwtp,1.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"315,450",0.00013,pepper mild mottle virus,"5,867,837.76",copies/l wastewater,83.3,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
e77110b49c2490e22ca5f4718d8fc534,1976,vt,CDC_Verily,50027,Windsor,"6,000",336015551aa9002d9d8604fb795598bc,10/15/2024,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",2e-05,pepper mild mottle virus,"43,639,470.03",copies/l wastewater,49.2,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
590eb1608a67b5fe04ec10c3513c538c,1976,vt,CDC_Verily,50027,Windsor,"6,000",6052cb604f3758a6edddbdaaf4c86200,8/19/2025,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",1e-05,pepper mild mottle virus,"136,384,014.42",copies/l wastewater,164.5,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
4ee52f69ff207e7ce271d5ddfe6ebe43,1976,vt,CDC_Verily,50027,Windsor,"6,000",590944ef75673b3b39a7b54e7823d97b,8/7/2024,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",1e-05,pepper mild mottle virus,"106,591,177.13",copies/l wastewater,64.6,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
16ac7c9cf010727dab9c2b8c3ea4583c,1976,vt,CDC_Verily,50027,Windsor,"6,000",8e80fbac3fb550e9a4c560fcd9cbeb6d,2/2/2026,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",3e-05,pepper mild mottle virus,"24,661,114.04",copies/l wastewater,40.6,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
151396d4b3d32b3b4c05a48e2e4cad14,1976,vt,CDC_Verily,50027,Windsor,"6,000",09dd7f4318d29f571e07580c8470acf4,6/2/2025,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",0.00017,pepper mild mottle virus,"4,348,240.48",copies/l wastewater,23.5,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
01d31ebf7307a829b1dd405de201ee50,2350,vt,CDC_Verily,50001,Addison,"9,000",74f0da6ce36530d42be948f460f57c89,10/2/2025,24-hr flow-weighted composite,raw wastewater,wwtp,1.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"315,450",1e-05,pepper mild mottle virus,"50,764,671.90",copies/l wastewater,97.7,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
920cd9d4d295b920372880db7ffc281a,1976,vt,CDC_Verily,50027,Windsor,"6,000",f75d1c3c2acd21f6ecd5208c51c97e58,4/9/2024,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",4e-05,pepper mild mottle virus,"19,088,658.26",copies/l wastewater,79.2,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
3ea7074dea2a3472cc1fe35fbf702ead,2350,vt,CDC_Verily,50001,Addison,"9,000",e9fb29dab56249a7332a245bbf878fdc,1/28/2025,24-hr flow-weighted composite,raw wastewater,wwtp,1.0,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,"2,584.77",copies/l wastewater,"1,500",yes,"2,584.77","1,087,155.42",0.00011,pepper mild mottle virus,"24,074,277.44",copies/l wastewater,111.2,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
9a7bd7711df7f25f917d3224cb17f557,1976,vt,CDC_Verily,50027,Windsor,"6,000",e028f26da459e7f69b2e4bd8924c1a0a,9/4/2024,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",2e-05,pepper mild mottle virus,"34,029,151.34",copies/l wastewater,130.7,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
65602f95b16b662d8015a5cf1d148059,1976,vt,CDC_Verily,50027,Windsor,"6,000",fff10da31f60b3c79cf8414865845325,8/28/2024,grab,raw wastewater,wwtp,0.35,ceres nanotrap,no,ddpcr,thermo magmax viral/pathogen nucleic acid isolation kit,2,no,no,no,rsv,rsv-a and rsv-b combined,0,copies/l wastewater,"1,500",no,750,"165,611.25",1e-05,pepper mild mottle virus,"110,083,092.33",copies/l wastewater,130,bcov vaccine,clarified sample,5,2026 Apr 24 11:01:00 AM
